37|99|North Carolina|Jackson County|1|0|40271|20043|20228|17093|17364
37|99|North Carolina|Jackson County|1|1|2035|1045|990|784|745
37|99|North Carolina|Jackson County|1|2|1975|1063|912|790|713
37|99|North Carolina|Jackson County|1|3|1951|1044|907|830|698
37|99|North Carolina|Jackson County|1|4|3819|1852|1967|1508|1648
37|99|North Carolina|Jackson County|1|5|5199|2688|2511|2327|2175
37|99|North Carolina|Jackson County|1|6|2574|1399|1175|1168|992
37|99|North Carolina|Jackson County|1|7|2063|1024|1039|840|878
37|99|North Carolina|Jackson County|1|8|2161|1144|1017|967|851
37|99|North Carolina|Jackson County|1|9|2164|1100|1064|941|900
37|99|North Carolina|Jackson County|1|10|2352|1152|1200|985|1005
37|99|North Carolina|Jackson County|1|11|2601|1278|1323|1079|1166
37|99|North Carolina|Jackson County|1|12|2580|1198|1382|1094|1228
37|99|North Carolina|Jackson County|1|13|2713|1316|1397|1208|1266
37|99|North Carolina|Jackson County|1|14|2190|1076|1114|1010|1032
37|99|North Carolina|Jackson County|1|15|1484|676|808|628|731
37|99|North Carolina|Jackson County|1|16|1106|483|623|453|575
37|99|North Carolina|Jackson County|1|17|706|312|394|292|375
37|99|North Carolina|Jackson County|1|18|598|193|405|189|386
37|99|North Carolina|Jackson County|2|0|40261|20038|20223|17091|17360
37|99|North Carolina|Jackson County|2|1|2033|1044|989|783|744
37|99|North Carolina|Jackson County|2|2|1973|1061|912|789|713
37|99|North Carolina|Jackson County|2|3|1951|1044|907|830|698
37|99|North Carolina|Jackson County|2|4|3818|1851|1967|1508|1648
37|99|North Carolina|Jackson County|2|5|5199|2688|2511|2327|2175
37|99|North Carolina|Jackson County|2|6|2574|1399|1175|1168|992
37|99|North Carolina|Jackson County|2|7|2061|1023|1038|839|877
37|99|North Carolina|Jackson County|2|8|2162|1144|1018|967|852
37|99|North Carolina|Jackson County|2|9|2163|1100|1063|942|900
37|99|North Carolina|Jackson County|2|10|2354|1154|1200|987|1005
37|99|North Carolina|Jackson County|2|11|2600|1278|1322|1079|1165
37|99|North Carolina|Jackson County|2|12|2579|1197|1382|1093|1228
37|99|North Carolina|Jackson County|2|13|2711|1315|1396|1207|1265
37|99|North Carolina|Jackson County|2|14|2190|1076|1114|1010|1032
37|99|North Carolina|Jackson County|2|15|1484|676|808|628|731
37|99|North Carolina|Jackson County|2|16|1106|483|623|453|575
37|99|North Carolina|Jackson County|2|17|706|312|394|292|375
37|99|North Carolina|Jackson County|2|18|597|193|404|189|385
37|99|North Carolina|Jackson County|3|0|40357|20076|20281|17104|17392
37|99|North Carolina|Jackson County|3|1|2034|1047|987|780|739
37|99|North Carolina|Jackson County|3|2|1981|1066|915|799|714
37|99|North Carolina|Jackson County|3|3|1957|1049|908|834|700
37|99|North Carolina|Jackson County|3|4|3792|1829|1963|1489|1644
