37|91|North Carolina|Hertford County|1|0|24669|12062|12607|4607|4334
37|91|North Carolina|Hertford County|1|1|1415|728|687|206|189
37|91|North Carolina|Hertford County|1|2|1444|726|718|203|204
37|91|North Carolina|Hertford County|1|3|1395|714|681|215|176
37|91|North Carolina|Hertford County|1|4|1949|1005|944|299|248
37|91|North Carolina|Hertford County|1|5|1565|757|808|253|244
37|91|North Carolina|Hertford County|1|6|1469|783|686|293|224
37|91|North Carolina|Hertford County|1|7|1364|732|632|320|244
37|91|North Carolina|Hertford County|1|8|1419|751|668|332|210
37|91|North Carolina|Hertford County|1|9|1543|798|745|334|234
37|91|North Carolina|Hertford County|1|10|1800|883|917|303|315
37|91|North Carolina|Hertford County|1|11|1970|967|1003|382|348
37|91|North Carolina|Hertford County|1|12|1941|943|998|395|378
37|91|North Carolina|Hertford County|1|13|1497|706|791|312|330
37|91|North Carolina|Hertford County|1|14|1185|551|634|251|258
37|91|North Carolina|Hertford County|1|15|973|414|559|201|239
37|91|North Carolina|Hertford County|1|16|714|265|449|136|207
37|91|North Carolina|Hertford County|1|17|553|190|363|97|166
37|91|North Carolina|Hertford County|1|18|473|149|324|75|120
37|91|North Carolina|Hertford County|2|0|24677|12066|12611|4612|4338
37|91|North Carolina|Hertford County|2|1|1414|728|686|206|189
37|91|North Carolina|Hertford County|2|2|1445|727|718|203|204
37|91|North Carolina|Hertford County|2|3|1395|714|681|215|176
37|91|North Carolina|Hertford County|2|4|1949|1005|944|299|248
37|91|North Carolina|Hertford County|2|5|1563|756|807|253|243
37|91|North Carolina|Hertford County|2|6|1471|783|688|293|225
37|91|North Carolina|Hertford County|2|7|1366|734|632|321|244
37|91|North Carolina|Hertford County|2|8|1420|752|668|333|210
37|91|North Carolina|Hertford County|2|9|1541|797|744|334|234
37|91|North Carolina|Hertford County|2|10|1802|883|919|304|317
37|91|North Carolina|Hertford County|2|11|1970|967|1003|382|348
37|91|North Carolina|Hertford County|2|12|1942|943|999|395|379
37|91|North Carolina|Hertford County|2|13|1497|706|791|312|330
37|91|North Carolina|Hertford County|2|14|1188|552|636|252|259
37|91|North Carolina|Hertford County|2|15|975|415|560|202|240
37|91|North Carolina|Hertford County|2|16|714|265|449|136|207
37|91|North Carolina|Hertford County|2|17|553|190|363|97|166
37|91|North Carolina|Hertford County|2|18|472|149|323|75|119
37|91|North Carolina|Hertford County|3|0|24763|12166|12597|4647|4332
37|91|North Carolina|Hertford County|3|1|1391|711|680|203|194
37|91|North Carolina|Hertford County|3|2|1455|737|718|207|202
37|91|North Carolina|Hertford County|3|3|1387|708|679|210|175
37|91|North Carolina|Hertford County|3|4|1934|1000|934|296|244
37|91|North Carolina|Hertford County|3|5|1578|766|812|256|244
37|91|North Carolina|Hertford County|3|6|1488|803|685|300|221
37|91|North Carolina|Hertford County|3|7|1387|753|634|324|244
37|91|North Carolina|Hertford County|3|8|1433|771|662|346|207
37|91|North Carolina|Hertford County|3|9|1548|814|734|342|235
37|91|North Carolina|Hertford County|3|10|1819|901|918|311|312
37|91|North Carolina|Hertford County|3|11|1978|980|998|386|347
37|91|North Carolina|Hertford County|3|12|1951|942|1009|390|379
37|91|North Carolina|Hertford County|3|13|1496|704|792|310|336
37|91|North Carolina|Hertford County|3|14|1208|559|649|255|263
37|91|North Carolina|Hertford County|3|15|965|413|552|202|235
37|91|North Carolina|Hertford County|3|16|715|264|451|136|208
37|91|North Carolina|Hertford County|3|17|552|192|360|98|165
37|91|North Carolina|Hertford County|3|18|478|148|330|75|121
37|91|North Carolina|Hertford County|4|0|24712|12204|12508|4644|4287
37|91|North Carolina|Hertford County|4|1|1337|675|662|203|205
37|91|North Carolina|Hertford County|4|2|1457|745|712|211|188
37|91|North Carolina|Hertford County|4|3|1417|723|694|207|179
37|91|North Carolina|Hertford County|4|4|1916|1002|914|301|236
37|91|North Carolina|Hertford County|4|5|1627|793|834|274|255
37|91|North Carolina|Hertford County|4|6|1486|827|659|292|213
37|91|North Carolina|Hertford County|4|7|1391|746|645|307|238
37|91|North Carolina|Hertford County|4|8|1375|748|627|337|201
37|91|North Carolina|Hertford County|4|9|1524|809|715|353|243
37|91|North Carolina|Hertford County|4|10|1762|887|875|304|274
37|91|North Carolina|Hertford County|4|11|1951|975|976|385|347
37|91|North Carolina|Hertford County|4|12|1956|928|1028|361|366
37|91|North Carolina|Hertford County|4|13|1551|738|813|327|358
37|91|North Carolina|Hertford County|4|14|1264|591|673|267|272
37|91|North Carolina|Hertford County|4|15|935|415|520|203|219
37|91|North Carolina|Hertford County|4|16|739|271|468|136|203
37|91|North Carolina|Hertford County|4|17|530|183|347|100|159
37|91|North Carolina|Hertford County|4|18|494|148|346|76|131
37|91|North Carolina|Hertford County|5|0|24600|12143|12457|4587|4258
37|91|North Carolina|Hertford County|5|1|1278|657|621|201|188
37|91|North Carolina|Hertford County|5|2|1426|733|693|203|186
37|91|North Carolina|Hertford County|5|3|1408|713|695|206|172
37|91|North Carolina|Hertford County|5|4|1869|987|882|296|235
37|91|North Carolina|Hertford County|5|5|1716|853|863|290|253
37|91|North Carolina|Hertford County|5|6|1450|820|630|279|205
37|91|North Carolina|Hertford County|5|7|1394|739|655|303|229
37|91|North Carolina|Hertford County|5|8|1361|743|618|342|205
37|91|North Carolina|Hertford County|5|9|1485|776|709|326|226
37|91|North Carolina|Hertford County|5|10|1675|861|814|295|251
37|91|North Carolina|Hertford County|5|11|1874|921|953|364|349
37|91|North Carolina|Hertford County|5|12|2029|965|1064|368|379
37|91|North Carolina|Hertford County|5|13|1579|753|826|336|354
37|91|North Carolina|Hertford County|5|14|1296|595|701|263|296
37|91|North Carolina|Hertford County|5|15|955|411|544|195|229
37|91|North Carolina|Hertford County|5|16|758|290|468|147|195
37|91|North Carolina|Hertford County|5|17|524|174|350|98|166
