53|47|Washington|Okanogan County|1|0|41120|20750|20370|17368|16991
53|47|Washington|Okanogan County|1|1|2805|1443|1362|1073|987
53|47|Washington|Okanogan County|1|2|2531|1295|1236|1008|950
53|47|Washington|Okanogan County|1|3|2616|1384|1232|1064|929
53|47|Washington|Okanogan County|1|4|2673|1373|1300|1078|989
53|47|Washington|Okanogan County|1|5|2022|1060|962|795|727
53|47|Washington|Okanogan County|1|6|2156|1101|1055|840|827
53|47|Washington|Okanogan County|1|7|2146|1105|1041|878|841
53|47|Washington|Okanogan County|1|8|2260|1129|1131|929|917
53|47|Washington|Okanogan County|1|9|2295|1162|1133|972|953
53|47|Washington|Okanogan County|1|10|2752|1342|1410|1158|1197
53|47|Washington|Okanogan County|1|11|3247|1573|1674|1384|1458
53|47|Washington|Okanogan County|1|12|3353|1669|1684|1489|1498
53|47|Washington|Okanogan County|1|13|3194|1636|1558|1478|1417
53|47|Washington|Okanogan County|1|14|2410|1271|1139|1167|1032
53|47|Washington|Okanogan County|1|15|1774|932|842|861|775
53|47|Washington|Okanogan County|1|16|1261|622|639|578|585
53|47|Washington|Okanogan County|1|17|842|366|476|345|442
53|47|Washington|Okanogan County|1|18|783|287|496|271|467
53|47|Washington|Okanogan County|2|0|41117|20748|20369|17366|16990
53|47|Washington|Okanogan County|2|1|2804|1442|1362|1072|987
53|47|Washington|Okanogan County|2|2|2531|1295|1236|1008|950
53|47|Washington|Okanogan County|2|3|2616|1384|1232|1064|929
53|47|Washington|Okanogan County|2|4|2673|1373|1300|1078|989
53|47|Washington|Okanogan County|2|5|2022|1060|962|795|727
53|47|Washington|Okanogan County|2|6|2154|1100|1054|839|826
53|47|Washington|Okanogan County|2|7|2146|1105|1041|878|841
53|47|Washington|Okanogan County|2|8|2260|1129|1131|929|917
53|47|Washington|Okanogan County|2|9|2295|1162|1133|972|953
53|47|Washington|Okanogan County|2|10|2752|1342|1410|1158|1197
53|47|Washington|Okanogan County|2|11|3247|1573|1674|1384|1458
53|47|Washington|Okanogan County|2|12|3353|1669|1684|1489|1498
53|47|Washington|Okanogan County|2|13|3194|1636|1558|1478|1417
53|47|Washington|Okanogan County|2|14|2410|1271|1139|1167|1032
53|47|Washington|Okanogan County|2|15|1774|932|842|861|775
53|47|Washington|Okanogan County|2|16|1261|622|639|578|585
53|47|Washington|Okanogan County|2|17|842|366|476|345|442
53|47|Washington|Okanogan County|2|18|783|287|496|271|467
53|47|Washington|Okanogan County|3|0|41229|20808|20421|17407|17023
53|47|Washington|Okanogan County|3|1|2834|1463|1371|1083|991
53|47|Washington|Okanogan County|3|2|2565|1316|1249|1021|957
53|47|Washington|Okanogan County|3|3|2623|1380|1243|1063|941
53|47|Washington|Okanogan County|3|4|2660|1371|1289|1075|977
53|47|Washington|Okanogan County|3|5|2040|1069|971|797|735
53|47|Washington|Okanogan County|3|6|2145|1086|1059|833|833
53|47|Washington|Okanogan County|3|7|2168|1119|1049|887|851
53|47|Washington|Okanogan County|3|8|2261|1132|1129|930|910
53|47|Washington|Okanogan County|3|9|2299|1158|1141|972|957
53|47|Washington|Okanogan County|3|10|2723|1336|1387|1151|1173
53|47|Washington|Okanogan County|3|11|3234|1563|1671|1370|1453
